speaker,videos,average_popularity_score,viral_rate,viral_consistency,viral_presence,wikipedia_numeric,comprehensive_popularity_score
Sakinah Hofler,2,483.45,0.0,0,0,0,0.8666576533942772
Ben Goldacre,2,617.77,0.0,0,0,1,6.940906624009652
Diana Nyad,2,889.1,0.0,0,0,1,7.427518289218386
Sam Harris,2,1601.13,0.0,0,0,1,8.704495048067669
Sam Kass,2,991.73,0.0,0,0,1,7.611578124844276
Sangu Delle,2,675.96,0.0,0,0,0,1.2119110778933506
Angel Hsu,2,475.15,0.0,0,0,1,6.685127477980574
Benedetta Berti,2,658.53,0.0,0,0,1,7.0140068763735925
Joan C. Williams,2,419.4,0.0,0,0,1,6.585143693159923
Saul Griffith,2,109.41,0.0,0,0,1,6.029197980934751
Scott Galloway,2,5845.53,50.0,1,1,0,28.816581162276073
Scott Williams,2,216.69,0.0,0,0,0,0.3882419683941585
Sean Gourley,2,219.25,0.0,0,0,0,0.39283315205587793
Sebastian Junger,2,740.46,0.0,0,0,1,7.160942687859796
Sebastian Thrun,2,620.05,0.0,0,0,1,6.94499564695837
Jonathan Harris,2,163.83,0.0,0,0,1,6.126796502368649
Seth Berkley,2,250.76,0.0,0,0,1,6.2826994694441485
Seth Godin,2,779.19,0.0,0,0,1,7.230402275054483
Shabana Basij-Rasikh,2,930.59,0.0,0,0,1,7.501927746298365
Shaka Senghor,2,769.49,0.0,0,0,1,7.213005993211249
ShaoLan,2,1168.65,0.0,0,0,0,2.0955166553513975
Sharmeen Obaid-Chinoy,2,660.95,0.0,0,0,1,7.018346979678812
Sheena Iyengar,2,719.03,0.0,0,0,1,7.122509459004073
John Bidden,2,2.64,0.0,0,0,0,0.004358037616397843
Sherwin Nuland,2,240.22,0.0,0,0,1,6.263796705461913
Sheryl Sandberg,2,1488.39,50.0,1,1,1,26.835706004271593
Shimon Schocken,2,179.99,0.0,0,0,0,0.32242304636872604
Shohini Ghose,2,1293.49,0.0,0,0,1,8.152763898969466
Shonda Rhimes,2,1032.66,0.0,0,0,1,7.684983260498253
Shubhendu Sharma,2,734.93,0.0,0,0,0,1.3176697109135074
Simon Anholt,2,1116.92,0.0,0,0,1,7.83609776648907
Simon Sinek,2,6255.55,100.0,2,1,1,53.71868147251659
Simona Francese,2,2044.54,50.0,1,1,0,21.999767417604453
Benjamin Zander,2,1980.12,50.0,1,1,1,27.71758988785649
Casey Gerald,2,787.21,0.0,0,0,0,1.411430289755186
Sleepy Man Banjo Boys,2,1396.88,50.0,1,1,1,26.6715891226763
Sonaar Luthra,2,773.9,0.0,0,0,0,1.38755972157648
Sophie Scott,2,624.2,0.0,0,0,1,6.952438386097485
Stanley McChrystal,2,479.82,0.0,0,0,1,6.693502801300976
Harry Baker,2,271.0,0.0,0,0,0,0.4856432124050913
Stephen Petranek,2,1169.13,0.0,0,0,1,7.929732805152498
Stephen Trzeciak,2,42.74,0.0,0,0,0,0.07627462544255155
Stephen Wilkes,2,393.5,0.0,0,0,1,6.5386938272073705
Stephen Wolfram,2,798.91,0.0,0,0,1,7.265768736698666
Steve Brown,2,5.77,0.0,0,0,0,0.009971477015297119
Greg Gage,2,776.87,50.0,1,1,0,19.726288592427892
Steven Levitt,2,415.51,0.0,0,0,1,6.578167246111451
Kakenya Ntaiya,2,732.45,0.0,0,0,1,7.146577304605743
Diego Prilusky,2,89.21,0.0,0,0,0,0.1596153694894683
Sugata Mitra,2,739.83,0.0,0,0,1,7.1598128262555445
Susan Cain,2,3410.01,50.0,1,1,1,30.281999108972173
Suzanne Lee,2,730.61,0.0,0,0,1,7.143277391348883
T. Morgan Dixon,2,609.6,0.0,0,0,0,1.0928989889122145
Kaki King,2,317.73,0.0,0,0,1,6.402805551407178
Taryn Simon,2,241.62,0.0,0,0,1,6.266307509026917
Taylor Wilson,2,673.32,0.0,0,0,1,7.04053172260673
John Maeda,2,253.24,0.0,0,0,1,6.28714717861644
Thomas Dohmke,2,1387.86,0.0,0,0,1,8.322009993561839
Thomas Heatherwick,2,1018.43,0.0,0,0,1,7.6594627356911165
Tiana Epps-Johnson,2,972.13,0.0,0,0,0,1.743071572069708
David Brenner,2,745.33,0.0,0,0,1,7.169676697403771
Tim Exile,2,6.12,0.0,0,0,1,5.8439544807710755
Al Roker,2,765.88,0.0,0,0,1,7.206531706875777
Tim Leberecht,2,386.11,0.0,0,0,1,6.525440371246391
Titus Kaphar,2,418.61,0.0,0,0,1,6.583726882576814
Tom Shannon,2,159.05,0.0,0,0,0,0.2848685987607545
Tom Thum,2,4481.52,50.0,1,1,1,32.20367848606948
David Burkus,2,931.57,0.0,0,0,0,1.6703300059293393
Countdown Summit,2,46.09,0.0,0,0,0,0.08228261968737985
Tshering Tobgay,2,1278.63,0.0,0,0,1,8.12611351255808
Uldus Bakhtiozina,2,369.49,0.0,0,0,1,6.495633546067571
Uri Alon,2,693.75,0.0,0,0,1,7.077171520344592
Vijay Kumar,2,823.62,0.0,0,0,0,1.4767291167564394
Courtney E. Martin,2,565.58,0.0,0,0,1,6.847307453968581
Vusi Mahlasela,2,104.57,0.0,0,0,1,6.020517774324312
Wade Davis,2,550.72,0.0,0,0,0,0.9873017646926651
Wael Ghonim,2,375.95,0.0,0,0,1,6.507219111088941
Wanis Kabbaj,2,985.8,0.0,0,0,0,1.7675877754508433
Wanjira Mathai,2,1133.89,0.0,0,0,1,7.866532292559139
Wendy Woods,2,293.03,0.0,0,0,1,6.358507802796057
Will Marshall,2,595.24,0.0,0,0,1,6.900500620924284
Will Potter,2,813.95,0.0,0,0,1,7.292741940711268
William Kamkwamba,2,605.29,0.0,0,0,1,6.918524603658768
Alain de Botton,2,1111.91,0.0,0,0,1,7.827112676588594
Yordanos Eyoel,2,895.53,0.0,0,0,0,1.605694748441694
Yuko Munakata,2,1483.54,50.0,1,1,1,26.827007863349976
David Byrne,2,236.31,0.0,0,0,1,6.256784389791083
Yves Béhar,2,165.72,0.0,0,0,1,6.130186087181403
Yves Morieux,2,807.48,0.0,0,0,0,1.447783138514192
Yvonne Aki-Sawyerr,2,988.9,0.0,0,0,1,7.606502714780734
Honor Harger,2,149.78,0.0,0,0,1,6.101598795162727
eL Seed,2,381.19,0.0,0,0,1,6.516616690146523
Andrew Blum,1,367.56,0.0,0,0,1,6.492172224010102
Andrew Connolly,1,315.15,0.0,0,0,1,6.3981784991231025
Andrew Dent,1,540.66,0.0,0,0,1,6.802615150511529
Andrew Fitzgerald,1,239.98,0.0,0,0,1,6.263366281993626
Andrew Forrest,1,1342.79,0.0,0,0,1,8.241180053079926
Andrew Marantz,1,1066.62,0.0,0,0,1,7.745888181260751
Andrew Miki,1,1361.97,0.0,0,0,0,2.4422227590559364
Andrew Millar,1,8.78,0.0,0,0,1,5.848725007544582
Andrew Mwenda,1,212.67,0.0,0,0,1,6.214387678164892
Andrew Nemr,1,4.68,0.0,0,0,0,0.0080166370968306
Andrew Peek,1,57.96,0.0,0,0,0,0.1035706470563685
Andrew Stanton,1,1203.42,0.0,0,0,1,7.991229558183889
Andrew Winston,1,9.19,0.0,0,0,1,5.8494603143029025
Andrew Yang,1,2660.53,100.0,1,1,1,46.43792426335264
Andri Snær Magnason,1,212.32,0.0,0,0,1,6.213759977273641
Andrés Ruzo,1,647.6,0.0,0,0,1,6.994404674255391
Andy Dunn,1,1604.66,0.0,0,0,1,8.710825859913712
Andy Hobsbawm,1,84.36,0.0,0,0,1,5.984272531432379
Andy Jarvis,1,1159.28,0.0,0,0,0,2.0787122057770566
Andy Laats,1,1588.08,0.0,0,0,0,2.847735469115079
Andy Puddicombe,1,3199.46,100.0,1,1,1,47.4044580957005
Andy Yen,1,495.99,0.0,0,0,0,0.8891472796122315
Ane Brun,1,4.46,0.0,0,0,1,5.840977385115429
Angela Belcher,1,192.23,0.0,0,0,1,6.17772994611585
Angela Francis,1,1009.71,0.0,0,0,0,1.8104687134788566
Angela Lee Duckworth,1,8053.66,100.0,1,1,1,56.1101314280126
Angela Mahecha Adrar,1,751.54,0.0,0,0,0,1.3474586017811485
Angela Oguntala,1,129.63,0.0,0,0,0,0.23210585527333694
Angela Patton,1,210.54,0.0,0,0,1,6.210567669883852
Angela Wang,1,691.2,0.0,0,0,1,7.072598270994053
Angelica Dass,1,33.85,0.0,0,0,1,5.893686325669311
Angelicque White,1,922.57,0.0,0,0,1,7.487544428733134
Angeline Murimirwa,1,1440.26,0.0,0,0,1,8.41598578413766
Angelo Vermeulen,1,304.8,0.0,0,0,1,6.3796164870532595
Angie Murimirwa,1,903.64,0.0,0,0,0,1.620239474807532
Angélica Dass,1,861.83,0.0,0,0,1,7.378611422634367
Angélique Kidjo,1,1409.42,0.0,0,0,1,8.360676368462883
Angélique Parisot-Potter,1,839.11,0.0,0,0,0,1.504509364772078
Ani Liu,1,319.05,0.0,0,0,0,0.5718175776182256
Anicka Yi,1,1447.8,0.0,0,0,1,8.429508254766318
Anika Goss,1,1169.42,0.0,0,0,0,2.096897597312149
Anika Paulson,1,435.62,0.0,0,0,0,0.7808778430270719
Anil Ananthaswamy,1,2258.69,100.0,1,1,1,45.71725190295211
Anil Gupta,1,143.21,0.0,0,0,0,0.25646064985386485
Anil Raj,1,5.22,0.0,0,0,1,5.842340392765002
Anil Seth,1,2679.19,100.0,1,1,1,46.4713896880119
Anima Anandkumar,1,1029.72,0.0,0,0,1,7.679710573011747
Anirudh Krishna,1,1637.88,0.0,0,0,0,2.937048338784467
Anirudh Sharma,1,251.26,0.0,0,0,0,0.45024088213855074
Anita Collins,1,2845.07,0.0,0,0,0,5.1020604499529085
Anjali Kumar,1,1336.22,0.0,0,0,0,2.396041907771062
Anjali Sud,1,1410.61,0.0,0,0,1,8.362810551493135
Anjali Tripathi,1,414.02,0.0,0,0,0,0.7421397308813132
Anjan Chatterjee,1,1035.88,0.0,0,0,1,7.690758108697761
Ann Curry,1,19.61,0.0,0,0,1,5.868147866550996
Ann Morgan,1,529.89,0.0,0,0,0,0.949944594507658
AnnMarie Thomas,1,195.43,0.0,0,0,1,6.183468925693
Anna Babel,1,942.59,0.0,0,0,0,1.6900936168481477
Anna Deavere Smith,1,199.91,0.0,0,0,1,6.1915034971010074
Anna Greka,1,836.2,0.0,0,0,0,1.4992904802191078
Anna Heringer,1,404.04,0.0,0,0,1,6.557596591189606
Anna Malaika Tubbs,1,1367.3,0.0,0,0,0,2.4517817469141256
Anna Maria Coclite,1,899.65,0.0,0,0,0,1.6130836846472738
Anna Mracek Dietrich,1,202.35,0.0,0,0,0,0.3625241661640576
Anna Piperal,1,1165.72,0.0,0,0,0,2.0902619021760698
Anna Rosling Rönnlund,1,836.88,0.0,0,0,1,7.333865316243779
Anna Rothschild,1,4532.58,0.0,0,0,1,13.961848698516006
Annalee Newitz,1,914.39,0.0,0,0,1,7.472874162189045
Anne Basting,1,164.87,0.0,0,0,1,6.128661670731223
Anne Curzan,1,523.5,0.0,0,0,1,6.771839872529066
Anne Lamott,1,2365.68,100.0,1,1,1,45.909131098251855
Anne Madden,1,558.4,0.0,0,0,0,1.0010753156778236
Anne Marie Albano,1,305.26,0.0,0,0,1,6.380441465367475
Anne Milgram,1,293.63,0.0,0,0,1,6.359583861466772
Anne Morriss,1,2435.53,100.0,1,1,1,46.03440226183432
Anne Pasternak,1,112.11,0.0,0,0,1,6.034040244952972
Anne Scherer,1,1169.49,0.0,0,0,0,2.097023137490399
Anne-Marie Slaughter,1,601.48,0.0,0,0,1,6.911691631099726
Annette Heuser,1,291.84,0.0,0,0,0,0.5230183169012769
Annie Lennox,1,102.99,0.0,0,0,1,6.017684153158095
Annie Murphy Paul,1,610.87,0.0,0,0,1,6.928531949296422
Annie Rauwerda,1,1246.99,0.0,0,0,1,8.069369351989012
Anote Tong,1,323.67,0.0,0,0,1,6.413458532247263
Anshul Tewari,1,3088.2,100.0,1,1,0,41.37156564666296
Anthony Goldbloom,1,926.38,0.0,0,0,1,7.494377401292178
Anthony Myint,1,1025.29,0.0,0,0,1,7.671765673159631
Anthony Tan,1,1029.52,0.0,0,0,1,7.679351886788174
Anthony Veneziale,1,231.23,0.0,0,0,0,0.4143184568478311
Antionette Carroll,1,16.87,0.0,0,0,1,5.863233865288062
Antoine Gourévitch,1,856.24,0.0,0,0,0,1.5352308398210062
Antonella Mei-Pochtler,1,7.86,0.0,0,0,0,0.013719748051622838
Antonio Damasio,1,504.54,0.0,0,0,1,6.737836418534454
Antonio Donato Nobre,1,305.52,0.0,0,0,0,0.5475524545935907
Antonio Garcia Vicente,1,1131.99,0.0,0,0,0,2.0297694705706792
Antonio Muñoz Fernández,1,3.31,0.0,0,0,0,0.005559636465363503
Antony Gormley,1,124.68,0.0,0,0,1,6.056583674104462
Antón García-Abril,1,9.4,0.0,0,0,0,0.016481631973125997
Anu Puusa,1,775.93,0.0,0,0,0,1.391200386745734
Anu Sridharan,1,4.53,0.0,0,0,0,0.00774762242915172
Anuj Tanna,1,3269.2,100.0,1,1,0,41.696176678995464
Anupam Mishra,1,223.27,0.0,0,0,1,6.233398048014199
Anushka Naiknaware,1,586.21,0.0,0,0,1,6.884305937930016
Anushka Ratnayake,1,1247.69,0.0,0,0,0,2.237269450906988
Aomawa Shields,1,517.56,0.0,0,0,1,6.761186891688981
Aparna Bharadwaj,1,1365.0,0.0,0,0,0,2.4476568553430504
Aparna Hegde,1,961.34,0.0,0,0,0,1.7237204503080077
Aparna Mehta,1,756.8,0.0,0,0,0,1.3568920494610879
Aparna Nancherla,1,766.06,0.0,0,0,1,7.2068545244769915
Apiorkor Seyiram Ashong-Abbey,1,5.31,0.0,0,0,1,5.842501801565609
Apolinário Passos,1,952.21,0.0,0,0,0,1.7073464242019534
Apollo Robbins,1,7805.06,100.0,1,1,1,55.6642844521128
Aqeela Sherrills,1,3515.72,100.0,1,1,1,47.971648621034646
Aravind Srinivas,1,2564.06,100.0,1,1,1,46.264911963412764
Archie Crowley,1,930.1,0.0,0,0,0,1.6676936621860865
Ari Wallach,1,880.2,0.0,0,0,1,7.41155675226944
Ariana Curtis,1,1306.57,0.0,0,0,0,2.342866675126537
Arianna Huffington,1,1092.89,0.0,0,0,1,7.793001616726912
Aric Yegudkin,1,31.71,0.0,0,0,1,5.889848383077092
Ariel Ekblaw,1,1927.76,0.0,0,0,1,9.290283454094016
Ariel Garten,1,97.75,0.0,0,0,1,6.008286574100514
Ariel Waldman,1,859.14,0.0,0,0,1,7.3737870929273255
Arik Hartmann,1,427.22,0.0,0,0,0,0.7658130216370548
Arindam Bhattacharya,1,34.41,0.0,0,0,0,0.06133534423078444
Aris Venetikidis,1,161.44,0.0,0,0,0,0.2891548991324379
Arjan Dwarshuis,1,6.36,0.0,0,0,0,0.011029601374834047
Armando Azua-Bustos,1,416.68,0.0,0,0,0,0.7469102576548188
Arnav Kapur,1,371.24,0.0,0,0,1,6.498772050523825
Arthur Brooks,1,410.59,0.0,0,0,0,0.7359882621470561
Arthur Ganson,1,167.05,0.0,0,0,1,6.1325713505681545
Arthur Potts Dawson,1,182.86,0.0,0,0,1,6.160925496541509
Artūrs Miksons,1,205.54,0.0,0,0,0,0.3682452114300284
Aruna Rangachar Pohl,1,947.67,0.0,0,0,0,1.6992042469268724
Arunabha Ghosh,1,128.78,0.0,0,0,0,0.23058143882315665
Arunachalam Muruganantham,1,407.8,0.0,0,0,1,6.5643398921927565
Asali DeVan Ecclesiastes,1,95.65,0.0,0,0,0,0.17116506588848154
Asha Curran,1,1137.67,0.0,0,0,0,2.0399561593201194
Asha de Vos,1,582.65,0.0,0,0,1,6.877921323150436
Asher Hasan,1,86.09,0.0,0,0,0,0.15401986440174764
Ashif Shaikh,1,846.64,0.0,0,0,1,7.351369203954085
Ashley Clift-Jennings,1,5142.83,100.0,1,1,0,45.05640302435
Ashley Graham,1,1643.75,0.0,0,0,1,8.780931082310827
Ashley Judd,1,642.63,0.0,0,0,1,6.985491321599631
Ashley M. Grice,1,1612.65,0.0,0,0,0,2.8918000716808794
Ashton Applewhite,1,683.78,0.0,0,0,1,7.059291012099537
Ashton Cofer,1,498.61,0.0,0,0,0,0.8938460691410226
Ashweetha,1,921.69,0.0,0,0,0,1.6526109064848904
Ashwin Naidu,1,832.19,0.0,0,0,0,1.4920988214364928
Ashwini Anburajan,1,760.26,0.0,0,0,0,1.3630973211288806
Ashwini Bhandiwad,1,19.5,0.0,0,0,0,0.03459528626350386
Ashwini Mrinal Bhagat,1,96.34,0.0,0,0,0,0.17240253335980438
Aspen Baker,1,528.66,0.0,0,0,0,0.9477386742326912
Astro Teller,1,865.06,0.0,0,0,1,7.384404205145052
Athena Kugblenu,1,1561.31,0.0,0,0,1,8.633080620954516
Aubrey de Grey,1,686.41,0.0,0,0,1,7.064007735939507
Audrey Choi,1,562.22,0.0,0,0,0,1.0079262225480459
Audrey Tang,1,227.29,0.0,0,0,1,6.240607641107993
Augie Picado,1,635.64,0.0,0,0,0,1.139599935221268
Auke Ijspeert,1,584.38,0.0,0,0,1,6.881023958984334
Auret van Heerden,1,138.6,0.0,0,0,0,0.24819293240053394
Austin Eubanks,1,366.61,0.0,0,0,1,6.490468464448136
Ava DuVernay,1,1016.85,0.0,0,0,1,7.6566291145249
Avani Prabhakar,1,1189.54,0.0,0,0,0,2.132981431403476
Avi Loeb,1,3842.7,100.0,1,1,1,48.55806472795225
Avi Reichental,1,667.98,0.0,0,0,1,7.030954800437361
Avi Rubin,1,275.94,0.0,0,0,1,6.327858064991842
Avinash Persaud,1,1157.32,0.0,0,0,1,7.90855238365058
Aviv Regev,1,67.48,0.0,0,0,1,5.953999414162916
Avni Patel Thompson,1,1546.09,0.0,0,0,0,2.7724292964761714
Axel Reinaud,1,1417.59,0.0,0,0,0,2.541973397831265
Ayah Bdeir,1,267.76,0.0,0,0,1,6.313187798447754
Ayanna Howard,1,17.68,0.0,0,0,1,5.864686544493527
Ayelet Fishbach,1,2112.66,100.0,1,1,1,45.455357156811125
Azim Khamisa,1,415.44,0.0,0,0,1,6.578041705933201
Azim Shariff,1,2050.06,0.0,0,0,0,3.6762647769436696
Aziza Chaouni,1,192.25,0.0,0,0,1,6.1777658147382075
B.E.A.T. NYC,1,1.52,0.0,0,0,0,0.0023493947643955446
BJ Miller,1,5112.19,100.0,1,1,1,50.83480759776332
BLACK,1,3475.93,100.0,1,1,1,47.90028799685503
Baba Shiv,1,190.6,0.0,0,0,1,6.17480665339374
Bahia Shehab,1,250.85,0.0,0,0,1,6.282860878244756
Bandi Mbubi,1,139.51,0.0,0,0,0,0.2498249547177858
Barat Ali Batoor,1,276.94,0.0,0,0,1,6.329651496109702
Barbara Block,1,69.5,0.0,0,0,1,5.957622145020991
Barbara F. Walter,1,2473.44,100.0,1,1,1,46.102391235512364
Barbara J. King,1,1525.32,0.0,0,0,1,8.568535035022764
Barbara Natterson-Horowitz,1,465.23,0.0,0,0,1,6.667336641291409
Barbara Sherman,1,346.79,0.0,0,0,0,0.6215673568276396
Bari Weiss,1,1157.85,0.0,0,0,1,7.909502902143045
Baron Ryan,1,2383.75,0.0,0,0,0,4.2747148066621055
Baroness Beeban Kidron,1,5.57,0.0,0,0,0,0.009612790791725282
Barry Sonnenfeld,1,3696.53,100.0,1,1,1,48.29591890145477
Bart Knols,1,74.81,0.0,0,0,0,0.1337899613922959
Bart Weetjens,1,128.31,0.0,0,0,0,0.22973852619776283
Barton Seaver,1,118.03,0.0,0,0,1,6.044657357170697
Bas Sudmeijer,1,769.2,0.0,0,0,0,1.379130595322542
Bassam Tariq,1,380.2,0.0,0,0,1,6.514841193339843
Bastian Schaefer,1,260.34,0.0,0,0,0,0.4665252366887123
Bea Rodriguez-Fransen,1,14.29,0.0,0,0,0,0.025251510139457457
Beardyman,1,644.6,0.0,0,0,1,6.989024380901814
Beatriz Villarroel,1,121.38,0.0,0,0,1,6.050665351415526
Beau Lotto + Amy O'Toole,1,378.77,0.0,0,0,1,6.5122765868413035
Becca Heller,1,1266.58,0.0,0,0,1,8.104502667587875
Becca McCharen-Tran,1,912.7,0.0,0,0,1,7.469843263599864
Becci Manson,1,186.72,0.0,0,0,0,0.33449283779191835
Becky Barker,1,1290.86,0.0,0,0,0,2.3146918722649694
Becky Blanton,1,237.78,0.0,0,0,0,0.4260654306698088
Becky Kennedy,1,5985.95,100.0,1,1,1,52.40183597130397
Bedouine,1,7.46,0.0,0,0,1,5.846357678469007
Beeban Kidron,1,220.06,0.0,0,0,1,6.2276411341258715
Bektour Iskender,1,1220.84,0.0,0,0,0,2.1891158253924683
Bel Pesce,1,1528.51,0.0,0,0,1,8.574256080288734
Bel Trew,1,964.7,0.0,0,0,0,1.7297463788640146
Ben Ambridge,1,850.56,0.0,0,0,0,1.5250441510715658
Ben Cameron,1,110.91,0.0,0,0,1,6.03188812761154
Ben Cort,1,988.07,0.0,0,0,0,1.7716588640883837
Ben Gran,1,1519.41,0.0,0,0,0,2.7245805542516885
Ben Kacyra,1,131.49,0.0,0,0,0,0.2354416371525551
Ben Katchor,1,56.99,0.0,0,0,1,5.935186321736572
Ben Wellington,1,278.89,0.0,0,0,1,6.333148686789528
Benjamin Barber,1,224.85,0.0,0,0,1,6.236231669180417
Benjamin Grant,1,485.91,0.0,0,0,1,6.704424796808739
Benjamin Lewis,1,951.6,0.0,0,0,0,1.706252431220059
Benoit Mandelbrot,1,307.52,0.0,0,0,1,6.384494619693837
Bernhard Kowatsch,1,1355.13,0.0,0,0,0,2.42995569020978
Bernie Dunlap,1,353.22,0.0,0,0,1,6.466454421780002
Bernie Krause,1,285.31,0.0,0,0,1,6.344662514566184
Bernt Børnich,1,5079.15,100.0,1,1,0,44.94219733076472
Berry Marttin,1,1208.06,0.0,0,0,0,2.166195775706228
Bertrand Piccard,1,158.11,0.0,0,0,1,6.1165380763744945
Beth Ann Fennelly,1,77.48,0.0,0,0,1,5.971933725341508
Beth Ford,1,841.87,0.0,0,0,1,7.342814537521897
Beth Malone,1,453.28,0.0,0,0,1,6.645905139432993
Beth Mortimer,1,5.43,0.0,0,0,0,0.009361710435224995
Beth Noveck,1,129.87,0.0,0,0,1,6.0658915816061505
Beth Viner,1,999.94,0.0,0,0,0,1.7929468914573725
Betsy Kauffman,1,911.0,0.0,0,0,0,1.6334391278349756
Bettina Warburg,1,1414.31,0.0,0,0,1,8.369446246629215
Betty Hart,1,979.56,0.0,0,0,1,7.589752068139929
Bettye Kearse,1,48.67,0.0,0,0,0,0.08690967197145656
Betül Kaçar,1,1343.33,0.0,0,0,1,8.242148505883568
Beverly + Dereck Joubert,1,187.54,0.0,0,0,0,0.33596345130856287
Bevy Smith,1,4732.8,100.0,1,1,1,50.15439776595871
Bhakti Sharma,1,285.4,0.0,0,0,1,6.344823923366791
Bhu Srinivasan,1,406.78,0.0,0,0,0,0.7291552895880127
Bianca Tylek,1,875.57,0.0,0,0,0,1.5698978633292244
Bijan Zakeri,1,3.55,0.0,0,0,0,0.005990059933649709
Bilal Bomani,1,59.29,0.0,0,0,0,0.1059559104431212
Bilawal Sidhu,1,1239.22,0.0,0,0,0,2.2220790893387203
Bill,1,1203.03,0.0,0,0,0,2.157174817183396
Bill Ackman,1,1281.29,0.0,0,0,1,8.130884039331585
Bill Bernat,1,711.31,0.0,0,0,0,1.275308867909673
Bill Burnett,1,1929.32,0.0,0,0,1,9.293081206637877
Bill Clinton,1,143.26,0.0,0,0,1,6.0899056242742855
Bill Davenhall,1,191.05,0.0,0,0,0,0.3422583945322487
Bill Doyle,1,153.91,0.0,0,0,0,0.2756503628149582
Bill Ford,1,178.54,0.0,0,0,1,6.153177874112357
Bill Heck,1,277.52,0.0,0,0,1,6.33069168615806
Bill Joy,1,99.91,0.0,0,0,1,6.012160385315089
Bill Stone,1,340.27,0.0,0,0,0,0.6098741859391976
Bill Strickland,1,119.98,0.0,0,0,1,6.0481545478505225
Bill T. Jones,1,382.15,0.0,0,0,1,6.5183383840196685
Billie Jean King,1,301.3,0.0,0,0,1,6.373339478140752
Billy Graham,1,735.77,0.0,0,0,1,7.152531495917036
Billy Samuel Mwape,1,840.17,0.0,0,0,0,1.506410401757009
Bina Venkataraman,1,1153.4,0.0,0,0,1,7.901522133668572
Birke Baehr,1,465.05,0.0,0,0,0,0.8336585208256679
Bjorn Lomborg,1,269.57,0.0,0,0,1,6.31643390877108
Björn Ulvaeus,1,1168.13,0.0,0,0,1,7.927939374034638
Bjørn Otto Sverdrup,1,1273.56,0.0,0,0,0,2.2836655139260054
Blinky Bill,1,23.17,0.0,0,0,1,5.874532481330574
Blitz Bazawule,1,3.11,0.0,0,0,1,5.838556253106319
Bo Cerup-Simonsen,1,986.99,0.0,0,0,0,1.7697219584810957
Boaz Almog,1,578.77,0.0,0,0,0,1.0376075075486155
Bob Inglis,1,837.33,0.0,0,0,1,7.334672360246816
Bob Langert,1,723.8,0.0,0,0,0,1.2977088225717344
Bob Nease,1,15.77,0.0,0,0,0,0.027905788193889065
Bob Schneider,1,1.91,0.0,0,0,1,5.836404135764888
Bob Stein,1,448.28,0.0,0,0,0,0.8035826809791692
Bob Wiltfong,1,1273.09,0.0,0,0,1,8.11617790416514
Bob Woodward,1,79.6,0.0,0,0,1,5.9757357993113684
Bobby Ghosh,1,159.04,0.0,0,0,1,6.118205967314103
Boghuma Kabisen Titanji,1,136.37,0.0,0,0,1,6.077548883872235
Bogolo Joy Kenewendo,1,23.14,0.0,0,0,0,0.04112337553251133
Boniface Mwangi,1,393.78,0.0,0,0,1,6.539195987920371
Bonnie Bassler,1,525.1,0.0,0,0,1,6.7747093623176395
Bonnie Hancock,1,892.27,0.0,0,0,0,1.599848162997473
Boris Hesser,1,2.73,0.0,0,0,0,0.00451944641700517
Boy Girl Banjo,1,118.8,0.0,0,0,0,0.2126829962669219
Boyd Varty,1,428.69,0.0,0,0,0,0.7684493653803076
Bozoma Saint John,1,1643.89,0.0,0,0,1,8.781182162667328
Bradley Tusk,1,1319.12,0.0,0,0,1,8.198729538520197
Bran Ferren,1,274.65,0.0,0,0,1,6.325544538849805
Brandon Clifford,1,342.52,0.0,0,0,0,0.6139094059543808
Bree Jones,1,1380.23,0.0,0,0,0,2.4749708112680455
Brenda Laurel,1,81.53,0.0,0,0,1,5.979197121368837
Brenda Romero,1,126.27,0.0,0,0,1,6.059435229581857
Bret Stephens,1,936.04,0.0,0,0,1,7.511701945890698
Brett Hennig,1,668.41,0.0,0,0,0,1.1983706729535135
Brian Dettmer,1,341.22,0.0,0,0,1,6.444933248365691
Brian Goldman,1,376.65,0.0,0,0,1,6.508474512871443
Brian Janosch,1,15.63,0.0,0,0,0,0.02765470783738878
Brian Johnson,1,26.65,0.0,0,0,1,5.880773621620724
Brian Kateman,1,492.43,0.0,0,0,0,0.8827626648326528
Brian Little,1,5845.7,100.0,1,1,1,52.15030725702421
Brian Olson,1,11.02,0.0,0,0,1,5.852742293248585
Brian S. Lowery,1,1738.13,0.0,0,0,0,3.116839808349851
Brian Skerry,1,302.15,0.0,0,0,1,6.374863894590932
Brian Sokol,1,12.22,0.0,0,0,0,0.021539107725488924
Bridget Seegers,1,28.63,0.0,0,0,0,0.0509693123695583
Bright Simons,1,802.34,0.0,0,0,1,7.271920205432923
Britt Wray,1,1133.49,0.0,0,0,1,7.865814920111995
Britta Riley,1,513.16,0.0,0,0,0,0.9199404919058737
Brittany K. Barnett,1,1217.12,0.0,0,0,1,8.015799564498561
Brittany Packnett Cunningham,1,3509.74,100.0,1,1,1,47.96092390294985
Brittany Young,1,886.87,0.0,0,0,1,7.423518937825562
Brittney Cooper,1,343.41,0.0,0,0,1,6.448860862513802
Bronwyn King,1,1249.35,0.0,0,0,1,8.073601849427162
Brooke Bennett,1,1374.8,0.0,0,0,1,8.298587783162597
Bruce Bueno de Mesquita,1,195.6,0.0,0,0,1,6.183773808983035
Bruce Friedrich,1,1043.36,0.0,0,0,1,7.704172973459348
